__id	__seed	記録の扱い	タイトル	種類	領域	一言要約	タグ	頻度	最終実施日	何をしたか	いつ・どこで	自分の役割	関係者	結果・変化	証拠・具体例	紐づくID	期限	裁量	関係者の広さ	不確実性	条件タグ	好き度	消耗度	扱える範囲	数字・データ	言葉・文脈	人・利害	現場運用	制作・表現	技術・仕組み	振り返りメモ	反証・うまくいかなかった条件	次に試すこと・代替策	面接での利用	一言で言うと	再現できる条件	他社でも通じる言い換え	応募先・用途タグ
sample-self-count-focus	self-count-focus	自己観察	短いカウントで注意を戻し、集中を立ち上げる	習慣	健康	10〜15秒を数えることで、注意が散った状態から作業へ戻る自分なりの方法を使う。	集中 | ADHD傾向 | カウント | セルフマネジメント	継続中		短い時間を数えることで落ち着き、集中を戻しやすいという実感から、カウントアプリも作っている	2026年6月までの自己観察	個人	自分	注意の切り替えを、意志だけに頼らず外部化する方法を持つ	"カウント集中法メモ
countvoiceアプリ"		当日対応	高い	自分中心	例外あり	裁量あり | 目的が明確	4	1	3	0	1	0	3	0	1	『集中しよう』より、短い単位で今に戻るほうが動き出しやすい。	疲労や痛みが強い日は、カウントだけで回復しない。	どの作業・時間帯で効くかを簡単に記録する。	まだ使わない				
sample-self-adhd-externalization	self-adhd-externalization	自己観察	締切のない仕事を、外部化と小さな区切りで動かす	気づき	健康	5分集中、数える、通話、メモ化、他者のために変換するなど、自分が動きやすい条件を試している。	ADHD傾向 | 外部化 | 習慣化 | 作業設計	継続中		締切のない仕事は進みにくく、外部化・小さな締切・他者との接点があると動きやすいという方法を整理している	2026年6月までの自己観察	個人	自分	意志や気合に頼らない作業環境の設計を試している	"ADHD向け作業法メモ
5分集中・通話・数える等の記録"		未記録	高い	自分中心	例外あり	裁量あり | 目的が明確	3	2	3	1	2	1	3	0	1	仕事を『自分のため』だけでなく、誰かに渡せるものへ変換すると着手しやすい。	仕組みを作ること自体が先延ばしになることがある。	作業の開始条件を1つに絞り、1週間だけ検証する。	まだ使わない				
sample-pattern-externalize-then-act	pattern-externalize-then-act	仮説	外部化して納得できると、行動の出力が上がる	気づき	私生活	頭の中だけで進めるより、メモ・表・会話・画面へ出すと、次の行動を選びやすくなる。	外部化 | 自己理解 | 行動 | 構造化	継続中		自分は雰囲気で動くより、外部化してから納得できると強い、という自己理解を言葉にしている	2026年6月の自己理解メモ	個人	自分	行動を始める前に必要な支援の形を仮説化した	"自己理解メモ：外部化してから納得の動きができると強い
個人ツール開発の継続"		未記録	高い	自分中心	例外あり	裁量あり | 文章化が必要	4	1	3	1	3	1	3	1	2	メモ化・表・会話・ツール化が、思考の終点ではなく着手の起点になる。	外部化の形式にこだわりすぎると、行動を始める前に疲れる。	同じタスクを『口頭』『箇条書き』『表』の3形式で外部化し、着手速度を比べる。	候補	曖昧な状態を外部化し、納得して動ける形へ変える。	情報や選択肢が頭の中で混線している状況	情報構造化・セルフマネジメント	PM | プロダクト
sample-pattern-criteria-before-expression	pattern-criteria-before-expression	仮説	表現の議論より先に、目的と判断基準を置くと前に進みやすい	気づき	仕事	コピー・資料・企画・運用で、良し悪しの議論を目的・受け手・行動で固定すると合意が早い。	判断基準 | 合意形成 | 編集 | 企画	繰り返し		企画・文章・制作の多くで、目的と受け手を先に置くと違和感を説明しやすいという経験を重ねている	継続実務の振り返り	企画・編集	社内外の関係者	表現好みの対立を、判断できる論点へ戻す	"KV制作要件
告知文編集
企画資料の修正履歴"		期限あり	中程度	複数部署	例外あり	目的が明確 | 文章化が必要 | 関係者が多い	5	2	4	0	3	3	1	2	0	判断基準があると、相手の意見を否定せずに比較できる。	目的の設定自体に対立があると、判断基準だけでは解けない。	会議冒頭に『今回の判断基準』を3つだけ表示する。	使う	表現や意見の違いを、目的と判断基準の議論へ戻す。	複数の正解候補があり、関係者の意見が分かれる案件	意思決定ファシリテーション・コミュニケーション戦略	PARK | PM | 戦略
sample-pattern-nuance-and-logic	pattern-nuance-and-logic	仮説	論理と納得度へのこだわりが、説明・調整・編集で力になる	気づき	仕事	自分が『なぜそうするのか』の説明にこだわる傾向を、曖昧さを減らす力として扱う。	論理 | 納得度 | 説明 | 合意形成	継続中		転職面接の自己理解で、論理や納得度にこだわりがあり、その部分を強みにできると感じている	2026年6月の自己理解・面接準備	個人	自分	性格の表現を、仕事での具体的な働き方へ翻訳しようとしている	"面接準備の会話
資料・文章・進行の実例"		未記録	高い	自分中心	例外あり	文章化が必要 | 目的が明確	5	2	3	1	3	3	2	1	0	相手が納得して動ける状態まで説明を詰めたいという欲求がある。	納得を待ちすぎると、試しながら決めるべき局面で遅れる。	『今決めること』と『試してから決めること』を分けて書く。	候補	理由と判断基準を言語化し、関係者が納得して動ける状態をつくる。	複数人の理解や判断が必要な案件	合意形成・論点設計	PM | Producer | PR
sample-pattern-trial-and-error	pattern-trial-and-error	仮説	最短解より、試行錯誤を通じて攻略法を見つけるほうが力が出る	気づき	私生活	完成形を一発で出すより、実際に触り、修正し、条件を見つける過程に強みがあるという仮説。	試行錯誤 | 学習 | プロトタイピング | 改善	継続中		個人開発・将棋・作業法の検討を通じて、『最短で勝つのではなく攻略で勝つ』という方針を言語化している	2026年6月の自己理解メモ	個人	自分	自分が力を出しやすい学習・制作のモードを仮説化した	"自己理解メモ
個人ツールの反復改善"		余裕あり	高い	自分中心	前例なし	裁量あり | 前例なし	5	2	3	1	2	0	2	2	3	動かして見える問題から、次の仕様や学習テーマを決める。	締切が厳しい案件では、探索を続けすぎると決め切れない。	探索フェーズと収束フェーズの終了条件を先に決める。	候補	試作・検証・修正を通じて、複雑な課題の攻略法を見つける。	試しながら条件を発見できる不確実な課題	プロトタイピング・仮説検証	プロダクト | Goodpatch | PM
sample-pattern-role-and-self	pattern-role-and-self	仮説	役割や正解を意識しすぎると、伸び伸びした出力が落ちる	気づき	私生活	面接や人との関わりで、役割や正解探しが強すぎると、自然な発言・判断が狭くなるという仮説。	自己理解 | 面接 | 自信 | パフォーマンス	ときどき		面接でも日常でも、役割を意識しすぎず『my rule』で動く必要があると考えている	2026年6月の自己理解メモ	個人	自分	力が出ない条件を、性格の欠点でなく状況と認知の問題として扱おうとしている	"自己理解メモ：のびのびやる
面接準備の会話"		当日対応	中程度	少人数	例外あり	前例なし | 関係者が多い	2	4	2	0	2	3	1	1	0	不意を突かれない準備は必要だが、準備が正解探しに変わると逆効果になる。	役割を意識することで、相手への配慮や責任が保てる場面もある。	面接回答を『正解』ではなく『自分の経験から言えること』で1分話す練習をする。	まだ使わない				
sample-pattern-meaningful-work	pattern-meaningful-work	仮説	仕事の価値を、成果だけでなく自分の納得と社会的意味で見たい	気づき	仕事	転職検討で、広報・PR・ブランディング・社会連携を通じて、何を増やす仕事かを考えている。	キャリア | 価値観 | PR | ブランディング	継続中		企業選びで、仕事内容だけでなく、解釈を企画・実装へ変えられるか、社会や人への意味があるかを重視している	2026年6月の転職検討	個人	自分	応募先の共通軸と、自分が伸び伸び働ける条件を探している	"候補企業の整理：コンセント、ファンベースカンパニー、inquire、Re:public、SIGNING、PARK、KESIKI等
転職検討メモ"		期限あり	高い	自分中心	前例なし	裁量あり | 前例なし | 目的が明確	4	3	3	1	3	2	1	2	0	言葉や企画が、実際に人や組織の行動を変える仕事に惹かれている。	価値観の一致を求めすぎると、現実的な条件や学べる環境を見落とす。	応募先ごとに『自分が提供できること』『学べること』『避けたい条件』を1枚で比較する。	候補	解釈を企画と実装へ変え、人や組織の行動につながる仕事を選ぶ。	価値観と実務の両方を確かめられる選考	キャリア判断・ブランドコミュニケーション	PARK | inquire | ファンベースカンパニー | コンセント
sample-career-pm-producer-pr	career-pm-producer-pr	自己観察	キャリアの役割優先度を、PM＞Producer＞PRとして整理する	気づき	仕事	広報を入口に持ちつつ、企画・進行・実装まで担うPM／プロデューサー役で力を出したい。	キャリア | PM | Producer | PR	継続中		転職の役割希望として、PM＞Producer＞PRの順を整理している	2026年6月	個人	自分	過去の経験を、次の役割選択へ接続している	"転職準備メモ
職務経歴書の主スキル整理"		期限あり	高い	自分中心	前例なし	目的が明確 | 文章化が必要	4	2	3	1	3	3	3	2	1	企画を言葉だけで終わらせず、関係者と実装・運用まで持つ役割に魅力を感じる。	役割名だけで選ぶと、実際の裁量や業務比率を見落とす。	求人ごとに『企画・進行・発信・運用』の比率を記録する。	候補	広報の視点を持ちながら、企画から実装までを進めるPM／プロデューサーを志向する。	企画・実装・関係者調整を横断できる役割	プロジェクトマネジメント・プロデュース	PARK | ShapePartner | OZMA
sample-career-company-fit	career-company-fit	自己観察	企業の表層ではなく、仕事の構造から相性を比較する	習慣	仕事	候補企業を、自然に力が出そうか、解釈を企画・実装へ変えられるか、領域相性はどうかで分類する。	転職 | 企業研究 | 比較 | 自己理解	継続中		候補企業をS/A/Bで分け、コンセント、ファンベースカンパニー、inquire、Re:public、SIGNING、PARK、KESIKI、HERALBONY、Goodpatch等の相性を比較している	2026年6月	個人	自分	社名や条件だけでなく、仕事の構造と自分の発揮条件を突き合わせている	"候補企業のS/A/B整理
面接準備メモ"		期限あり	高い	自分中心	前例なし	目的が明確 | 裁量あり	4	2	3	1	3	1	1	2	0	企業のかっこよさより、どんな課題をどんな手触りで扱うかを見る。	情報が公開されている企業ほど、発信の巧さに印象が引っ張られる。	面接で確認すべき『案件の進め方・裁量・評価・チーム』をテンプレート化する。	まだ使わない				
sample-work-replyable-confirmation-request	work-replyable-confirmation-request	事実	確認依頼を、相手が返しやすい選択肢と期限に分ける	能力・知識	仕事	確認してほしい背景、判断してほしい点、返答期限を分けて連絡する。	連絡 | 調整 | 合意形成 | 文章	繰り返し		社内外の確認依頼で、相手が何を判断し、どの形式で返せばよいかを分けて書く。	広報・制作・イベントの関係者調整	依頼・進行担当	社内各部署、制作会社、外部関係者	確認の往復や、論点の取り違えを減らしやすくした。	確認依頼メール、制作進行の連絡文、社内共有文		期限あり	高い	社外含む	例外あり	判断期限あり | 相手の前提が異なる | 文章化が必要	4	2	4	0	3	3	2	0	0	依頼文は丁寧さだけでなく、相手が返答できる構造にするほど進行の質が上がる。	前提を説明しすぎると、急ぎの案件では要点が埋もれる。	依頼の冒頭に「決めたいこと」「期限」「返信形式」を固定で置く。	候補	確認依頼を、相手が迷わず返せる形にする。	判断事項と期限を自分で整理できる案件	ステークホルダーコミュニケーション	PM | Producer | PR
sample-work-brief-to-production-spec	work-brief-to-production-spec	事実	制作依頼を、目的・優先順位・必須要件・納品物に分解する	能力・知識	仕事	曖昧な依頼を、制作側が判断できる要件へ変換する。	制作進行 | 要件定義 | デザイン | KV	繰り返し		KVや告知物の依頼を、目的、対象、必須文言、サイズ、優先順位、納品形式に分解する。	KV、ポスター、LP、広告、会場掲出物の制作依頼	要件整理・進行担当	デザイナー、制作会社、社内担当者	制作側の解釈余地を必要な範囲に残しつつ、外せない条件を共有した。	KV制作依頼、告知物デザインガイドライン、進行表		短納期	中程度	社外含む	例外あり	目的が明確 | 必須文言あり | サイズが複数 | 納品形式がある	4	3	4	0	3	2	2	3	0	要件を増やすほど良いわけではなく、優先順位が見えることが制作の助けになる。	背景を省きすぎると、意図のない“正しいだけの制作物”になりやすい。	依頼書の冒頭に「絶対条件」「大事にしたい印象」「提案してほしい部分」を分けて置く。	候補	曖昧な依頼を、制作が動ける仕様へ変える。	目的と対象者を確認できる案件	クリエイティブブリーフ設計	Producer | PM | Creative
sample-work-media-spec-normalization	work-media-spec-normalization	事実	入稿規定を、媒体ごとのサイズ・形式・締切で読み替える	実例	仕事	複数のシネアド媒体の規定を、制作チームが使える一覧に整理した。	シネアド | 入稿 | 媒体 | 制作進行	単発		ユナイテッド・シネマ浦和、イオンシネマ浦和美園、MOVIX川口、イオンシネマ川口の出稿を想定し、規定・入稿日・制作時の注意点を整理した。	2026年6月のシネアド出稿準備	情報整理・制作連携	制作チーム、媒体・代理店、社内担当者	媒体ごとの条件を混同せず、制作開始に必要な情報へ変換した。	シネアド出稿準備メモ、制作チーム向け整理資料		期限あり	中程度	社外含む	例外あり	外部規定あり | 複数媒体 | 納品形式あり	3	3	3	1	1	2	3	1	0	規定をそのまま転記するのではなく、制作側の作業順に並べると使われやすい。	公式規定は更新されるため、まとめ資料だけを正としない。	媒体別の差分だけが見える比較表にする。	候補	外部規定を、制作が迷わない実務情報へ翻訳する。	媒体資料と出稿目的が揃っている案件	メディア出稿オペレーション	PM | Producer
sample-work-business-day-backplanning	work-business-day-backplanning	事実	営業日数を数え、制作・確認の締切を逆算する	能力・知識	仕事	締切日から土日・確認工程を差し引き、実作業の開始時点を見極める。	進行管理 | スケジュール | 営業日 | 制作	繰り返し		入稿日や掲出開始日から、土日休みを考慮して必要な営業日数を算出し、制作・確認の順番を組み立てる。	告知物、広告、イベント準備の進行	進行設計	制作、社内確認者、外部媒体	締切直前に初めてリスクが見える状況を減らす。	入稿スケジュール整理、営業日数の算出、進行表		短納期	高い	複数部署	例外あり	判断期限あり | 確認工程あり | 休日が影響する	4	2	4	2	0	0	3	0	0	納品日だけでなく、確認が戻る日と修正ができる日を分けて置く必要がある。	関係者の確認速度を楽観視すると、逆算しても崩れる。	進行表に「最終判断日」と「修正バッファ」を必ず入れる。	候補	締切を、実際に動ける日程へ逆算する。	納期と確認工程が見えている案件	プロジェクトスケジューリング	PM | Producer
sample-work-publication-fact-check	work-publication-fact-check	事実	公開文の固有名詞・日付・年齢・所属を最後に照合する	能力・知識	仕事	文章の読みやすさだけでなく、公開情報として間違えられない項目を点検する。	校正 | リリース | ファクトチェック | 広報	繰り返し		移籍発表や体制発表などで、選手名、年齢、生年月日、サッカー歴、日付、表記を確認する。	公式リリース、案内文、報道向け文書	原稿確認・校正	広報、競技、関係部署、メディア	文章上の違和感と事実誤認を分けて確認できるようにした。	移籍発表文、新体制発表用データの確認依頼		期限あり	中程度	複数部署	定型	公開前確認 | 固有名詞が多い | 誤りの影響が大きい	3	3	4	1	3	0	2	0	0	表記統一と事実確認を同時にやると見落とすため、観点を分ける。	元資料自体が古い場合、文面だけ見ても正確性は担保できない。	固有名詞・日付・数字のチェック欄を公開前チェックリストへ固定する。	候補	公開文の“間違えられない情報”を最後に潰す。	根拠資料にアクセスできる公開案件	編集・ファクトチェック	PR | Editorial
sample-work-channel-specific-writing	work-channel-specific-writing	事実	同じ案件を、社内説明・社外告知・FAQに書き分ける	能力・知識	仕事	事実は同じでも、読む人が次に必要とする情報に合わせて構成を変える。	文章 | FAQ | 社内説明 | 告知	繰り返し		イベントや運用変更について、社内向けの背景説明、来場者向け告知、問い合わせ対応用FAQを別の役割で作る。	ホームゲーム・会員施策・運用案内	文章設計	社内担当者、来場者、会員、問い合わせ窓口	情報を一律に流すのではなく、相手の行動につながる文面にできる。	告知文、FAQ、社内共有文、依頼メール		期限あり	高い	社外含む	例外あり	受け手が複数 | 行動を促す | 問い合わせが想定される	5	2	4	0	3	2	2	2	0	読み手が知りたい順番を変えると、同じ情報でも通りやすさが変わる。	媒体ごとに言い換えすぎると、事実やトーンがずれる。	案件ごとに共通事実と媒体別の役割を先に分ける。	候補	同じ事実を、相手が動ける文章へ書き分ける。	対象者と目的が異なる複数の発信がある案件	コンテンツ設計・編集	PR | Content | Producer
sample-work-scenario-based-comment	work-scenario-based-comment	事実	想定外の試合展開に備え、コメントの複数パターンを用意する	実例	仕事	試合結果と個人の活躍度が異なるケースを分け、取材コメントの素材を準備した。	メディア対応 | コメント | 想定問答 | サッカー	単発		彩艶選手についての観戦コメント依頼に対し、活躍して勝った場合、活躍して負けた場合、ミスがあって負けた場合などを分けて文章の土台を準備した。	2026年6月の新聞社からのコメント依頼への対応準備	想定整理・文案作成	メディア、広報、クラブ関係者	結果が読めない取材依頼でも、事実に沿ったコメントを短時間で調整できる準備をした。	コメント案の分岐メモ		短納期	中程度	社外含む	前例なし	結果が未確定 | 短納期 | 言葉選びが重要	4	3	3	0	3	2	2	0	0	“想定を外さない”ためでなく、事実が確定した後に適切な重心を置くための準備になる。	先に書いた筋書きに引っ張られると、実際の試合内容を見落とす。	各パターンに、試合後に必ず確認する事実項目を添える。	候補	結果が読めない取材にも、事実に沿って即応できる土台を作る。	結果待ちでコメントが必要な広報案件	シナリオプランニング・メディア対応	PR
sample-work-extract-nonnegotiables	work-extract-nonnegotiables	事実	資料から必須文言・サイズ・例外を抽出する	能力・知識	仕事	長いガイドラインや依頼資料から、制作・運用に必要な条件だけを抜き出す。	要件整理 | 資料読解 | 制作進行 | チェックリスト	繰り返し		PDFやPowerPointのガイドラインから、必須文言、サイズ、ロゴ、入稿形式、禁止事項、確認フローを抜き出して共有する。	告知物、イベントKV、会場掲出物、広告の準備	要件確認・共有	制作、社内確認者、外部パートナー	資料を全員が読み直さなくても、作業に必要な条件を参照できるようにした。	デザインガイドライン整理、KV制作依頼、入稿スケジュール整理		期限あり	中程度	複数部署	例外あり	資料量が多い | 必須要件あり | 見落としリスクあり	4	2	4	1	2	0	3	0	0	要件の抜き出しは、情報量を減らすことではなく、担当者ごとの必要情報を見つけやすくすること。	重要度の判断を一人で決めすぎると、背景上の条件を落とす。	抽出内容を「必須」「要確認」「補足」に分けて渡す。	候補	長い資料から、現場が守るべき条件を抜き出す。	参照資料があり、制作・運用に落とす案件	要件抽出・オペレーション設計	PM | Producer
sample-work-venue-exception-review	work-venue-exception-review	事実	会場運用の不具合を、来場者導線の具体で振り返る	実例	仕事	雨天・雷雨などの例外時に起きた混乱を、導線と案内の単位で見直す。	会場運用 | 振り返り | 導線 | 危機対応	単発		駒場での雷雨対応を、再入場案内、通路滞留、屋根不足、案内の不統一といった具体的な論点へ分けて振り返った。	駒場開催時の雷雨対応に関する運営フィードバック	課題整理・改善検討	運営、警備、広報、来場者対応担当	“大変だった”で終わらせず、次回の運用設計に使える課題として残した。	駒場運営フィードバック、当日案内の記録		当日対応	中程度	複数部署	前例なし	現場運用あり | 安全配慮 | 短時間で判断	3	4	3	0	0	2	3	0	0	例外時ほど、案内の文章と物理的な導線を別々に見ず、同時に振り返る必要がある。	後からの記憶だけでは、実際の詰まり方を正確に捉えにくい。	当日ログに「案内内容」「発生地点」「判断者」を残す。	候補	現場の混乱を、次回の導線改善に変える。	大人数が動く現場運用案件	イベントオペレーション改善	PM | Operations | PR
sample-work-calendar-as-decision-tool	work-calendar-as-decision-tool	事実	スケジュール情報を、判断に使える年間カレンダーへ整える	実例	仕事	地域イベントや試合周辺の予定を一覧化し、施策の検討材料にした。	スケジュール | 地域連携 | 企画 | 整理	単発		地域イベントの日程を集め、開催時期や地域の重なりを見ながらクラブ施策を考えられるようにした。	地域連携・ホームタウンイベントの検討	情報整理・企画補助	地域関係者、社内企画担当	単発の予定表ではなく、施策の重なりや機会を見つける材料にした。	地域イベント年間日程の整理		期限あり	中程度	社外含む	例外あり	複数日程 | 地域差 | 企画検討	4	2	3	2	1	2	2	0	0	日程を並べるだけでなく、誰に届く機会かを添えると企画に使える。	未確定日程を確定情報として扱うと、調整コストが増える。	予定ごとに対象者・連携余地・確度を付ける。	候補	散らばった日程を、企画判断に使える地図にする。	複数の外部予定を横断して見る案件	機会マッピング・企画リサーチ	PM | Community
sample-work-role-based-issue-notes	work-role-based-issue-notes	事実	案件の論点を、関係者ごとの役割と判断に分けてメモする	能力・知識	仕事	“誰が何を決めるか”を残し、会話が論点から外れないようにする。	会議 | 論点整理 | 調整 | メモ	繰り返し		案件ごとに、広報、制作、営業、運営、外部パートナーなどの関係者が持つ目的・制約・判断事項を分けて整理する。	複数部署・社外関係者が関わるプロジェクト	論点整理・進行補助	社内各部署、外部パートナー	“意見が違う”を、立場や決めるべき事項の違いとして扱いやすくした。	会議メモ、企画整理、進行表		期限あり	高い	社外含む	例外あり	関係者が多い | 目的が複数 | 判断期限あり	4	3	4	0	3	3	2	0	0	相手の発言を要約するだけでなく、判断権と次の行動まで書くと合意が進む。	役割を固定しすぎると、実際の協力関係や例外対応を見落とす。	会議メモに「決定」「保留」「担当」「期限」を必ず分ける。	候補	意見の違いを、役割と判断の違いへ整理する。	複数の立場が交差する案件	ファシリテーション・論点整理	PM | Producer | PR
sample-work-design-next-action	work-design-next-action	事実	相手の次の一手から、告知・応募・来場の導線を考える	能力・知識	仕事	“知らせる”で終わらせず、受け手が次に何をするかを前提に設計する。	導線設計 | 集客 | 告知 | UX	繰り返し		イベントや会員施策で、対象者が告知を見た後に申し込む、購入する、来場する、問い合わせるまでの流れを考える。	チケット販促、会員施策、イベント告知	告知・導線設計	来場者、会員、広報、チケット、制作	発信量ではなく、行動の障壁を下げる設計へ意識を向けた。	申込案内、FAQ、KV制作依頼、チケット販促の検討メモ		期限あり	中程度	複数部署	例外あり	対象者が明確 | 行動を促す | 導線が複数	5	2	4	2	3	2	2	2	0	訴求を増やす前に、受け手が止まる地点を一つずつ確認する。	導線を細かくしすぎると、発信物が複雑になる。	案件ごとに「見た後の一歩」を一文で固定する。	候補	告知を、相手が次に動ける導線まで設計する。	対象者と行動目的が明確な施策	カスタマージャーニー・コンバージョン設計	Marketing | CRM | PR
sample-work-verify-data-definitions	work-verify-data-definitions	事実	データ定義が曖昧なまま集計せず、カラム・結合・用途を確認する	実例	仕事	データ連携や会員基盤の議論で、用語より先に定義と接続関係を確認した。	データ | BigQuery | 定義 | システム連携	単発		データ連携・アプリ開発・入場認証・会員システムの検討で、BigQuery、ミラーリング、ハッシュ化、データ定義、カラムの不明点を確認した。	2025年10月のデータ連携・会員基盤に関する会議	業務側の確認・整理	社内担当、ベンダー、データ担当	“連携する”という言葉を、実際のデータ項目・結合・利用目的へ落とす論点を持てた。	データ定義Excel、結合概念図、会議メモ		期限あり	中程度	社外含む	前例なし	技術用語が多い | 複数システム | データ利用目的あり	4	3	3	3	2	2	1	0	3	技術の詳細をすべて理解するより、業務で何ができる／できないかの境界を確認する。	用語だけを確認しても、実際のデータ品質や更新頻度は分からない。	業務要件・データ項目・利用画面を一本の対応表で見る。	候補	データ連携を、業務で使える定義まで下ろす。	業務側と技術側が同じ前提を持つ必要がある案件	データプロダクト要件整理	Product | Data | PM
sample-learning-english-paragraph-work	learning-english-paragraph-work	事実	英語記事を段落ごとに、原文・訳・表現へ分けて学ぶ	習慣	学習	読むだけで終わらせず、段落単位で意味と使える表現を残す。	英語 | 読解 | 翻訳 | 学習	継続中		クラブ声明などの英語記事を、原文、自然な日本語訳、難しい単語・表現の順で整理する。	英語学習・海外サッカー情報の読解	個人学習	自分	内容理解と、実際に使える語彙・言い回しを分けて蓄積できる。	段落ごとの英日整理、英語表現メモ			高い	自分中心	定型	興味のある題材 | 原文あり | 学習時間を確保	4	2	3	0	3	0	0	0	0	全文を一気に訳すより、段落ごとに主張と表現を分けた方が定着しやすい。	辞書や解説に寄りすぎると、全体の流れを見失う。	気に入った表現を、自分の短い英作文でも使う。	まだ使わない	英語の一次情報を、理解と表現の両方へ変える。	原文と学習目的があるとき	英語一次情報リサーチ	Learning | Research
sample-learning-long-content-structure	learning-long-content-structure	事実	動画や長文を、論点・要約・実務への示唆に分けて読む	能力・知識	学習	情報量の多いコンテンツを、内容理解と自分への適用に分ける。	要約 | リサーチ | 学習 | 構造化	繰り返し		YouTube文字起こし、書籍、記事を、話者の主張、根拠、批評、実務に使える論点へ整理する。	仕事・転職・趣味の情報収集	個人リサーチ	自分	“見た／読んだ”で終わらず、再利用できる知識へ変える。	動画文字起こしの整理、書籍・記事の解説メモ			高い	自分中心	例外あり	情報量が多い | 目的がある | 批評も必要	5	2	4	1	3	0	0	1	0	要約だけでは自分の判断にならないため、賛成できる点と疑問点を分ける。	整理に時間をかけすぎると、一次の体験や実行が減る。	1本ごとに「次に試すこと」を1つだけ残す。	候補	長い情報を、判断と行動に使える論点へ変える。	目的を持って読む・見るとき	リサーチシンセシス	Research | Strategy
sample-learning-explain-from-context	learning-explain-from-context	事実	初見の人向けに、背景→用語→具体例の順で説明を組む	能力・知識	学習	知識の前提を飛ばさず、分からない状態から理解できる順番をつくる。	説明 | 文章 | 教育 | 構造化	繰り返し		音楽、スポーツ、PR、科学などのテーマで、そもそもの背景、用語、歴史、具体例、批評の順に説明を組み立てる。	文章作成、情報整理、学習メモ	構成・編集	初学者、社内外の読み手	前提知識がない人にも、途中で置いていかれにくい説明を作る。	楽曲解説、概念説明、社内向け説明文の作成依頼			高い	複数の読み手	例外あり	初見の読み手 | 専門用語がある | 背景説明が必要	5	2	4	0	3	2	0	2	0	“わかりやすさ”は情報を雑に減らすことではなく、理解の足場を順番に置くこと。	背景を厚くしすぎると、結論へたどり着く前に離脱される。	読み手が最初に必要な前提を3つ以内に絞る。	候補	初見の人が理解を積み上げられる順番をつくる。	読み手の前提知識を想定できるとき	インストラクショナルデザイン・編集	PR | Content | Strategy
sample-work-copy-ready-format	work-copy-ready-format	事実	コピペ用途に合わせて、TSV・JSON・テキストブロックを使い分ける	能力・知識	仕事	内容だけでなく、相手が次に使う場所まで想定して出力形式を選ぶ。	TSV | JSON | 業務効率化 | 情報整理	繰り返し		数値や項目の並びはTSV、構造や画面案はJSON、共有・依頼文はそのまま貼れるテキストとして整理する。	業務資料、個人開発、AIとの協働、スプレッドシート運用	情報設計・整形	自分、社内関係者、制作関係者	内容を再入力せず、次のツールや担当者へ渡しやすくする。	TSVでの営業日整理、KVレイアウトJSON、各種テンプレート			高い	複数部署	定型	再利用が前提 | 表形式が必要 | 構造が複雑	5	1	4	3	2	0	2	0	2	読みやすさと貼りやすさは別なので、受け渡し先の形式から逆算する。	形式にこだわりすぎると、相手にとって馴染みのない運用を押しつける。	よく使う出力形式をテンプレート化する。	候補	情報を、次に使う人がそのまま使える形へ整える。	再利用先が想定できる情報整理	データ整形・オペレーション設計	PM | Operations | Data
sample-dev-package-structure-check	dev-package-structure-check	事実	ファイル配布時に、解凍後のフォルダ階層と参照切れを確認する	実例	私生活	作ったものが相手の環境で開けるかを、配布の最後まで確認する。	GitHub | 配布 | ファイル構成 | 個人開発	単発		Chrome拡張やWebアプリをZIP化する際に、二重フォルダにならない構造、assets/iconsの配置、相対パス、GitHub公開を想定して確認した。	個人開発したChrome拡張・GitHub Pages向けツール	仕様確認・配布設計	自分、将来の利用者	“ローカルでは動く”だけでなく、配布後に迷わず使える状態を意識した。	tab shelter extension、countvoice、selfanalysisのZIP構成			高い	自分中心	例外あり	ファイルが複数 | 公開が前提 | アイコン・assetsあり	4	2	3	0	0	0	2	0	3	アプリ本体より、最初に開く人が迷う配置や参照の方が利用継続に効く。	配布形式だけに時間をかけると、本体機能の改善が遅れる。	ZIP作成前チェックをREADMEと自動確認に分ける。	候補	作ったものを、相手の環境で使える状態まで持っていく。	静的サイトや軽量ツールを配布するとき	デリバリー品質・開発運用	Product | Operations
sample-dev-mobile-bug-reproduction	dev-mobile-bug-reproduction	事実	スマホで起きる不具合を、端末・操作・タイミングに分けて考える	実例	私生活	“動かない”を一括りにせず、どの場面で何が起きるかへ分解する。	UX | モバイル | 不具合 | 個人開発	単発		スマホの入力中に画面が上がり続ける問題や、iPhone Safariのお気に入りでアイコンが出ない問題を、発生端末、操作、登録方法、表示場所に分けて確認した。	kakidas、countvoiceなどの個人ツール改善	利用者・仕様検討者	自分	見た目の修正だけでなく、再現条件をもとに改善の方向を決めた。	スマホ入力不具合の検討、Safariアイコン表示の検証			高い	自分中心	前例なし	端末差あり | 操作中に発生 | 再現が必要	4	3	3	0	1	0	2	0	3	不具合の説明は、症状よりも“何をしたとき、何が変わるか”で残す。	一台の端末だけで再現しない場合、原因を断定しやすい。	報告テンプレに端末・ブラウザ・手順・期待値・実際を置く。	候補	曖昧な不具合を、再現できる条件へ分ける。	ユーザー体験に関わる改善案件	UXデバッグ・問題切り分け	Product | UX | PM
